,Strategy,Buy_Hold,Excess
2006-10-31,0.010721146284399907,0.006942453122488201,0.003778693161911706
2006-11-30,0.02120635293599671,0.019885410776182777,0.0013209421598139315
2006-12-31,0.014184527771173627,0.013371223697167034,0.0008133040740065933
2007-01-31,0.016164095995966354,0.015040049102063247,0.0011240468939031079
2007-02-28,-0.021177627535423627,-0.019616931928116976,-0.0015606956073066502
2007-03-31,0.013078476393582061,0.011588634515011131,0.00148984187857093
2007-04-30,0.046666224321392225,0.04429562237219242,0.002370601949199802
2007-05-31,0.035670561728400996,0.03392047130287934,0.0017500904255216554
2007-06-30,-0.014972169788739609,-0.014620703027746651,-0.0003514667609929578
2007-07-31,-0.032798643099402836,-0.03131014501259177,-0.001488498086811063
2007-08-31,0.013764321566703819,0.012832549396694759,0.0009317721700090598
2007-09-30,0.04150682019487073,0.038714357669620725,0.0027924625252500057
2007-10-31,0.014432187961522791,0.013566588049542805,0.0008655999119799862
2007-11-30,-0.0415581296870946,-0.038732886920666565,-0.0028252427664280377
2007-12-31,-0.012349287158333722,-0.011260603309831585,-0.0010886838485021366
2008-01-31,-0.0655694159413921,-0.0604610880028813,-0.005108327938510793
2008-02-29,-0.028765480345079864,-0.025842739383708846,-0.0029227409613710176
2008-03-31,-0.00954335053232691,-0.008941914296769604,-0.0006014362355573066
2008-04-30,0.051540138366710675,0.04766215695826914,0.003877981408441533
2008-05-31,0.015934058731129186,0.015116657262874034,0.0008174014682551523
2008-06-30,-0.08972051567314887,-0.08357580602265868,-0.006144709650490188
2008-07-31,-0.010278754396860545,-0.008985774443586614,-0.0012929799532739317
2008-08-31,0.016711879735555657,0.015453560715058101,0.0012583190204975558
2008-09-30,-0.10274798722217948,-0.09417343308682036,-0.008574554135359125
2008-10-31,-0.18200967672201718,-0.16518676537887345,-0.01682291134314373
2008-11-30,-0.07437825722357727,-0.06960627438066469,-0.004771982842912581
2008-12-31,0.010171520365937159,0.009796343547367359,0.0003751768185698001
2009-01-31,-0.08810115193420243,-0.08211488429206248,-0.005986267642139942
2009-02-28,-0.11549436866377938,-0.10744878301089567,-0.008045585652883713
2009-03-31,0.08978947350599742,0.08331086756036021,0.006478605945637206
2009-04-30,0.10461009849561043,0.09934629870077316,0.005263799794837265
2009-05-31,0.06197100802070499,0.058453070965856835,0.0035179370548481526
2009-06-30,-0.0005840557401682878,-0.0006547882202315725,7.07324800632847e-05
2009-07-31,0.08097598603111678,0.07460570443322867,0.0063702815978881056
2009-08-31,0.039378268711356634,0.03693975878430633,0.002438509927050303
2009-09-30,0.03786547985188715,0.03545691557057018,0.0024085642813169716
2009-10-31,-0.02050062676017439,-0.019224917695517707,-0.0012757090646566827
2009-11-30,0.0655136539339074,0.06160631095962188,0.0039073429742855215
2009-12-31,0.02040252356132899,0.019101172860009674,0.0013013507013193149
2010-01-31,-0.03904996237511649,-0.03634274752242683,-0.0027072148526896544
2010-02-28,0.03373753976885685,0.031195108531131277,0.002542431237725573
2010-03-31,0.06545595527045633,0.060879468570514295,0.0045764866999420395
2010-04-30,0.016826380167781263,0.015470505256832023,0.0013558749109492396
2010-05-31,-0.08704177551351133,-0.07945485537692909,-0.0075869201365822425
2010-06-30,-0.05642555734283383,-0.051740911363516884,-0.004684645979316948
2010-07-31,0.07493979217983493,0.06830089686261553,0.006638895317219395
2010-08-31,-0.04835175490926236,-0.04498067355136193,-0.0033710813579004295
2010-09-30,0.09769781029242774,0.089554655761372,0.00814315453105574
2010-10-31,0.04062834014583405,0.038202147966196476,0.0024261921796375763
2010-11-30,2.5662487652011734e-05,2.220446049250313e-16,2.566248765178969e-05
2010-12-31,0.07135270863249366,0.06685251838031614,0.004500190252177516
2011-01-31,0.024710503106392778,0.023299856660671026,0.0014106464457217527
2011-02-28,0.03685805230018935,0.03473731230178889,0.002120739998400456
2011-03-31,0.0015286638925928742,0.00012025299060636208,0.001408410901986512
2011-04-30,0.03095857904740429,0.028961449283131158,0.001997129764273131
2011-05-31,-0.011490563840807266,-0.011214643353765985,-0.00027592048704128125
2011-06-30,-0.018522607756993104,-0.016869861092713823,-0.001652746664279281
2011-07-31,-0.02098916217403768,-0.02000434764216419,-0.0009848145318734902
2011-08-31,-0.060669000644903215,-0.05497589518323798,-0.005693105461665238
2011-09-30,-0.07530969304529367,-0.06942072441978053,-0.005888968625513136
2011-10-31,0.1197117695431158,0.10914782685857372,0.010563942684542083
2011-11-30,-0.0029748516149392668,-0.004064286181686749,0.0010894345667474825
2011-12-31,0.011267323918874306,0.010448863504737504,0.0008184604141368013
2012-01-31,0.04958852061845165,0.04637431061893693,0.0032142099995147166
2012-02-29,0.046719117578788216,0.04340508725189829,0.0033140303268899274
2012-03-31,0.03453369638230752,0.032163667249049066,0.0023700291332584555
2012-04-30,-0.006924311971445829,-0.006675613219243481,-0.0002486987522023476
2012-05-31,-0.06539433986683874,-0.060055927427997036,-0.0053384124388417
2012-06-30,0.04540853263726974,0.040581514606619074,0.004827018030650665
2012-07-31,0.012887662209824846,0.011829357767479731,0.001058304442345115
2012-08-31,0.027020180112821368,0.0250523724088465,0.0019678077039748665
2012-09-30,0.027329252236598434,0.02535124037841796,0.001978011858180473
2012-10-31,-0.019721235697472306,-0.01819804582343343,-0.0015231898740388772
2012-11-30,0.005676507718426871,0.0056592469263754275,1.7260792051443374e-05
2012-12-31,0.00945081988854235,0.008934932910070748,0.0005158869784716025
2013-01-31,0.05521146699603574,0.05119009054140666,0.0040213764546290776
2013-02-28,0.01365225975306772,0.012758698806531354,0.0008935609465363648
2013-03-31,0.040874351480683746,0.03797132269446024,0.002903028786223505
2013-04-30,0.0206482176555276,0.01921216579621321,0.0014360518593143912
2013-05-31,0.02569644554049022,0.023609869558956165,0.0020865759815340557
2013-06-30,-0.014358836130623276,-0.013345021013246638,-0.0010138151173766374
2013-07-31,0.05573373135764226,0.051677452398897206,0.004056278958745052
2013-08-31,-0.031944340660252646,-0.029992263924793927,-0.0019520767354587187
2013-09-30,0.03451198448471415,0.03164609653532069,0.002865887949393464
2013-10-31,0.04901379011750806,0.046306898133908314,0.0027068919835997463
2013-11-30,0.03157977934427647,0.02963819453712846,0.0019415848071480113
2013-12-31,0.027369007391358835,0.0259260317072727,0.001442975684086134
2014-01-31,-0.03728870577152399,-0.035248204855748866,-0.002040500915775123
2014-02-28,0.05031489062506722,0.045515429156105514,0.004799461468961708
2014-03-31,0.009096418258587535,0.008296106888643573,0.0008003113699439623
2014-04-30,0.007093364412901204,0.006951442974133748,0.0001419214387674561
2014-05-31,0.024809575394616257,0.023206116630126283,0.0016034587644899734
2014-06-30,0.021834720782762496,0.020644520254328613,0.0011902005284338824
2014-07-31,-0.014142829987660921,-0.01343708267153465,-0.0007057473161262706
2014-08-31,0.04256731772816291,0.03946306319680137,0.003104254531361539
2014-09-30,-0.014732967629603966,-0.013796069765826702,-0.000936897863777264
2014-10-31,0.025639564925071356,0.023550708753780514,0.0020888561712908427
2014-11-30,0.029283921907886867,0.027472363497562657,0.00181155841032421
2014-12-31,-0.00227583421631794,-0.0025370881389134015,0.0002612539225954613
2015-01-31,-0.03192049051315338,-0.02962860306186632,-0.0022918874512870557
2015-02-28,0.06271383454742652,0.05620431405285209,0.006509520494574428
2015-03-31,-0.016727036840491483,-0.01570575445935407,-0.0010212823811374117
2015-04-30,0.010624795783292784,0.009833868716221605,0.0007909270670711788
2015-05-31,0.013585327933729019,0.012856042478473162,0.000729285455255857
2015-06-30,-0.02141988499882852,-0.020311942138440786,-0.001107942860387734
2015-07-31,0.024848659850961186,0.022589202696472466,0.00225945715448872
2015-08-31,-0.06711292379573353,-0.060949810722973785,-0.0061631130727597405
2015-09-30,-0.027810151811649697,-0.02551636773982524,-0.002293784071824456
2015-10-31,0.0928008083950389,0.08505979500511307,0.007741013389925833
2015-11-30,0.00401047425449641,0.0036550700371200673,0.00035540421737634276
2015-12-31,-0.018818022646882593,-0.017282346611332544,-0.0015356760355500487
2016-01-31,-0.056516271710131405,-0.04978643374900771,-0.006729837961123697
2016-02-29,-0.0008072404323130611,-0.0008263914582234966,1.9151025910435493e-05
2016-03-31,0.07309061596365773,0.0672662063909657,0.005824409572692035
2016-04-30,0.0042623340175509394,0.003941059856149565,0.00032127416140137477
2016-05-31,0.018061162135242448,0.017011670558772396,0.0010494915764700519
2016-06-30,0.004225411554493297,0.0034760950141219382,0.0007493165403713586
2016-07-31,0.03914596249634328,0.03647103159601017,0.0026749309003331057
2016-08-31,0.0012743788052895777,0.0011977955874951096,7.658321779446808e-05
2016-09-30,8.367596241032338e-05,5.776623332143238e-05,2.5909729088890998e-05
2016-10-31,-0.018799789594603378,-0.01733702664295067,-0.0014627629516527074
2016-11-30,0.04003862674457648,0.036838537916361824,0.0032000888282146533
2016-12-31,0.021721666772932968,0.020271685585796062,0.0014499811871369062
2017-01-31,0.01905266329539046,0.017894812272123195,0.0011578510232672645
2017-02-28,0.0419406213616782,0.03929129957173627,0.0026493217899419275
2017-03-31,0.0013531803217086136,0.001249992225949903,0.00010318809575871057
2017-04-30,0.010801742320950769,0.009926236860017257,0.0008755054609335122
2017-05-31,0.015353634865831634,0.0141130016792137,0.0012406331866179343
2017-06-30,0.006679896315616274,0.006375088067934076,0.00030480824768219783
2017-07-31,0.02202515597669641,0.020554133741638836,0.001471022235057573
2017-08-31,0.003271190990336237,0.002917587698734403,0.0003536032916018339
2017-09-30,0.02134033936402857,0.020149326098783282,0.0011910132652452887
2017-10-31,0.02504673629993115,0.02356433977431105,0.0014823965256201
2017-11-30,0.03268894078624429,0.030565741252463585,0.0021231995337807064
2017-12-31,0.012939715205672275,0.012128176592790973,0.0008115386128813018
2018-01-31,0.06105845877075278,0.05635897841381232,0.004699480356940455
2018-02-28,-0.03933968220976003,-0.03636060287091658,-0.002979079338843449
2018-03-31,-0.028141255835238854,-0.027410683516838064,-0.0007305723184007906
2018-04-30,0.005716199014747181,0.005168809965218735,0.0005473890495284461
2018-05-31,0.026533971840579262,0.024308673641522782,0.00222529819905648
2018-06-30,0.005971600549623535,0.005750958642194215,0.00022064190742931977
2018-07-31,0.039687314940739515,0.03704630053804836,0.0026410144026911553
2018-08-31,0.03459967319194046,0.03192032162358971,0.002679351568350752
2018-09-30,0.006382357074255829,0.005945149751332313,0.00043720732292351627
2018-10-31,-0.07446870447105125,-0.06910418787973327,-0.00536451659131798
2018-11-30,0.02000330627754021,0.018549643030074225,0.001453663247465986
2018-12-31,-0.09580196545847164,-0.08804884966561122,-0.007753115792860421
2019-01-31,0.08713577732397271,0.08006570797379764,0.007070069350175068
2019-02-28,0.034482363692752704,0.03241557123262773,0.0020667924601249776
2019-03-31,0.019313298433787596,0.01810062762046627,0.001212670813321326
2019-04-30,0.043696347426052995,0.04085271387734157,0.0028436335487114217
2019-05-31,-0.06883963135575633,-0.06377142173283135,-0.0050682096229249796
2019-06-30,0.07648394638448042,0.06958647292377385,0.006897473460706571
2019-07-31,0.015966827153601093,0.015119389710302134,0.0008474374432989595
2019-08-31,-0.01833414595531513,-0.01674357239166857,-0.0015905735636465579
2019-09-30,0.02139801266463781,0.019458078432840864,0.001939934231796947
2019-10-31,0.024255922898454463,0.02210491052069763,0.0021510123777568335
2019-11-30,0.03843203495105296,0.036198149968216464,0.002233884982836498
2019-12-31,0.03093837575671321,0.029054954512320208,0.001883421244393002
2020-01-31,-0.0005304452707938223,-0.0004032860374617586,-0.0001271592333320637
2020-02-29,-0.0840369614479618,-0.07916586322057373,-0.004871098227388071
2020-03-31,-0.14294654866046752,-0.12487124092725288,-0.01807530773321464
2020-04-30,0.13741299483763902,0.12698350796282876,0.010429486874810268
2020-05-31,0.05095643846101239,0.04764537451521145,0.0033110639458009405
2020-06-30,0.018698522327750045,0.017734061913251553,0.0009644604144984914
2020-07-31,0.063454200845531,0.05889238381825557,0.004561817027275428
2020-08-31,0.07565976988314782,0.06979677941272877,0.005862990470419049
2020-09-30,-0.039542473791763455,-0.037443655500761897,-0.0020988182910015585
2020-10-31,-0.024737844519032492,-0.024933606116772422,0.00019576159773992963
2020-11-30,0.1171992966819817,0.10877693481526762,0.008422361866714079
2020-12-31,0.039722666634156356,0.037048550500827115,0.0026741161333292407
2021-01-31,-0.010817502153674052,-0.010190626701521932,-0.0006268754521521203
2021-02-28,0.030243981836013845,0.027805528618811248,0.0024384532172025963
2021-03-31,0.048117584020658244,0.04539935040219034,0.0027182336184679023
2021-04-30,0.05614316353225712,0.05291040627308696,0.0032327572591701603
2021-05-31,0.006073055334982147,0.006566133999908352,-0.0004930786649262053
2021-06-30,0.023837509768498633,0.022427449790359155,0.0014100599781394774
2021-07-31,0.026209527414636113,0.024412197387625234,0.0017973300270108794
2021-08-31,0.03215259422674044,0.02976009464328433,0.002392499583456109
2021-09-30,-0.050587079952227665,-0.04660548041327406,-0.003981599538953606
2021-10-31,0.07628065202643297,0.07016354038497985,0.006117111641453121
2021-11-30,-0.0085282834033088,-0.00803477466862057,-0.0004935087346882305
2021-12-31,0.0502668110138873,0.04624764318941543,0.00401916782447187
2022-01-31,-0.05556107004646438,-0.05274125215796854,-0.0028198178884958347
2022-02-28,-0.03220088008123434,-0.029517055696582584,-0.002683824384651756
2022-03-31,0.040810728283838804,0.03759038926130143,0.0032203390225373774
2022-04-30,-0.09483902670444311,-0.08776889572344071,-0.007070130981002398
2022-05-31,0.0015680915932239081,0.0022570559091426023,-0.0006889643159186942
2022-06-30,-0.08930639032726362,-0.08246034792984047,-0.006846042397423147
2022-07-31,0.09953610019076775,0.09208741824487676,0.007448681945890989
2022-08-31,-0.04314473436566113,-0.04080185087231025,-0.002342883493350878
2022-09-30,-0.09979720017381166,-0.09244600260760827,-0.0073511975662033935
2022-10-31,0.08834717381127799,0.081275547928648,0.007071625882629995
2022-11-30,0.0594592902145159,0.055591677827119934,0.003867612387395969
2022-12-31,-0.06127836253641594,-0.05762823808911888,-0.003650124447297065
2023-01-31,0.06748390389346182,0.06288721938291575,0.004596684510546067
2023-02-28,-0.02760104901811611,-0.025142576990475174,-0.0024584720276409344
2023-03-31,0.04038338480477166,0.03707785747607506,0.0033055273286966003
2023-04-30,0.017005076245292905,0.015974840129666434,0.0010302361156264705
2023-05-31,0.004676740947979319,0.004616200902126666,6.0540045852652824e-05
2023-06-30,0.06882922928497948,0.0647997156627671,0.004029513622212377
2023-07-31,0.034966300070873535,0.03273340351705656,0.0022328965538169765
2023-08-31,-0.01661646490116775,-0.016252011599099725,-0.00036445330206802407
2023-09-30,-0.051002502498858626,-0.04743460969800861,-0.0035678928008500144
2023-10-31,-0.023531637903071556,-0.021708664495979746,-0.0018229734070918102
2023-11-30,0.10018401257144416,0.09134394388407396,0.008840068687370195
2023-12-31,0.04845339953167005,0.04565539582222655,0.0027980037094434973
2024-01-31,0.016925565842234258,0.015926453767612703,0.0009991120746215554
2024-02-29,0.05520272169376006,0.05218689396855836,0.003015827725201703
2024-03-31,0.034473833033410006,0.03270189640221721,0.0017719366311927942
2024-04-30,-0.0426490283537706,-0.040319628763472615,-0.002329399590297987
2024-05-31,0.054989156477361245,0.05057978762691473,0.004409368850446516
2024-06-30,0.03754080097390311,0.0352799736612841,0.002260827312619007
2024-07-31,0.012762147301651927,0.012109116371118,0.0006530309305339266
2024-08-31,0.026274330961181036,0.023365625082593988,0.002908705878587048
2024-09-30,0.02235514593744825,0.021004555986156692,0.0013505899512915587
2024-10-31,-0.009153980925511118,-0.008923431171974583,-0.00023054975353653528
2024-11-30,0.06300216057236252,0.059633418953694894,0.0033687416186676256
2024-12-31,-0.026060510189071517,-0.024060067053594758,-0.0020004431354767593
2025-01-31,0.029175672107205175,0.02685623711431928,0.0023194349928858937
2025-02-28,-0.013462854869384366,-0.012694736490296621,-0.0007681183790877455
2025-03-31,-0.059878366230721514,-0.05571920643497974,-0.004159159795741774
2025-04-30,-0.012287415872036744,-0.008670166230189125,-0.0036172496418476197
2025-05-31,0.06714349613501591,0.06284493303163585,0.00429856310338006
2025-06-30,0.054504497943518526,0.05138612499330564,0.0031183729502128887
2025-07-31,0.024368151761205326,0.02303154869710755,0.0013366030640977744
2025-08-31,0.021884841599994376,0.020519581676715637,0.0013652599232787388
2025-09-30,0.03777779400119141,0.03562033510828444,0.0021574588929069716
2025-10-31,0.02478223702040583,0.02383739357630099,0.000944843444104837
2025-11-30,0.0026164574819682596,0.0019500049129077546,0.000666452569060505
2025-12-31,0.0009023256347042707,0.0007975029584421645,0.00010482267626210628
2026-01-31,0.015617080687239993,0.014737728839574249,0.0008793518476657436
2026-02-28,-0.00924858638474546,-0.00864195834022441,-0.0006066280445210515
2026-03-31,-0.05347866960309522,-0.04937956664344345,-0.004099102959651768
2026-04-30,0.11292424034768844,0.10505268686597291,0.007871553481715532
2026-05-31,0.05562147632521963,0.05262575303750294,0.0029957232877166895
2026-06-30,-0.026081777831177044,-0.024746164150418415,-0.0013356136807586294
